Parent|Status|Heading|Suggested Unit|Suggested Type|Description|Example
IPRG||IPRG_SWAL|m|2DP|Depth to water at start of test|5.4
IPRG||IPRG_TDIA|m|2DP|Diameter of test zone|0.15
IPRG||IPRG_SDIA|m|3DP|Diameter of test installation (e.g. standpipe or casing)|0.019
IPRG||IPRG_IPRM|m/s|1SCI|Permeability|5.1E-09
IPRG||IPRG_FLOW|l/s|1DP|Average flow during test stage|2.3
IPRG||IPRG_AWL|m|2DP|Depth to assumed standing water level|10
IPRG||IPRG_HEAD|m|2DP|Applied total head of water during test stage at centre of test zone|20.5
IPRG||IPRG_DATE|yyyymm-dd|DT|Test date|39470
IPRG||IPRG_REM||X|Test remarks|
IPRG||IPRG_ENV||X|Details of weather and environmental conditions during test|Sunny and warm
IPRG||IPRG_METH||X|Test method|BS 5930
IPRG||IPRG_CONT||X|Name of testing organization|ACME On-site Testing Ltd
IPRG||IPRG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
IPRG||TEST_STAT||X|Test status|Checked
IPRG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS26
IPRT|*|LOCA_ID||ID|Location identifier|327-16A
IPRT|*|IPRG_TOP|m|2DP|Depth to top of test zone|12.2
IPRT|*|IPRG_TESN||X|Test reference|2
IPRT|*|IPRG_BASE|m|2DP|Depth to base of test zone|12.95
IPRT|*|IPRG_STG||0DP|Stage number of multistage packer test|1
IPRT|*|IPRT_TIME|hh:mm:ss|T|Elapsed time|0.008333333
IPRT||IPRT_DPTH|m|2DP|Depth to water at time IPRT_TIME|2.45
IPRT||IPRT_REM||X|Test reading remark|
IPRT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS26
IRDX|*|LOCA_ID||ID|Location identifier|327-16A
IRDX|*|IRDX_DPTH|m|2DP|Depth of redox test|1
IRDX|*|IRDX_TESN||X|Test reference|2
IRDX||IRDX_DATE|yyyymm-dd|DT|Test date|37656
IRDX||IRDX_PH||1DP|pH|7
IRDX||IRDX_MPOT||0DP|Mean value of the potential of the two platinum probes|-50
IRDX||IRDX_IRDX|mV|0DP|Redox potential|400
IRDX||IRDX_REM||X|Details of redox test and probe type|
IRDX||IRDX_ENV||X|Details of weather and environmental conditions during test|Cloudy with light rain
IRDX||IRDX_METH||X|Test method|
IRDX||IRDX_CONT||X|Name of testing organization|ACME On-site Testing Ltd
IRDX||IRDX_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
IRDX||TEST_STAT||X|Test status|Checked
IRDX||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
IRDX||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS26
IRES|*|LOCA_ID||ID|Location identifier|327-16A
IRES|*|IRES_DPTH|m|2DP|Depth to which in situ resistivity test relates|1
IRES|*|IRES_TESN||X|Test reference|1
IRES||IRES_BASE|m|2DP|Base depth to which in-situ resistivity test relates|2
IRES||IRES_TYPE||PA|Type of resistivity test|SCHL
IRES||IRES_DATE|yyyymm-dd|DT|Test date|37700
IRES||IRES_IRES|ohm m|2SF|Mean value of the apparent resistivity|2500
IRES||IRES_RES1|ohm m|2SF|First value of apparent resistivity when more than 15% different to mean|30
IRES||IRES_RES2|ohm m|2SF|Second value of apparent resistivity when more than 15% different to mean|10
IRES||IRES_REM||X|Details of test e.g. electrode spacing and configuration|
IRES||IRES_ENV||X|Details of weather and environmental conditions during test|Misty and cold
IRES||IRES_METH||X|Test method|BS 1377-9:1990
IRES||IRES_CONT||X|Name of testing organization|ACME On-site Testing Ltd
IRES||IRES_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
IRES||TEST_STAT||X|Test status|Checked
IRES||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
IRES||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS26
ISAG|*|LOCA_ID||ID|Location identifier|327-16A
ISAG|*|ISAG_TESN||X|Test reference|1
ISAG||ISAG_DATE|yyyymm-dd|DT|Test date|40237
ISAG||ISAG_DURN|hh:mm|T|Test duration|0.024305556
ISAG||ISAG_PWID|m|2DP|Soakaway pit width|2
ISAG||ISAG_PLEN|m|2DP|Soakaway pit length|1
ISAG||ISAG_PDIA|m|2DP|Soakaway pit diameter|1.5
ISAG||ISAG_DPTS|m|2DP|Soakaway pit depth at start of test|1.55
ISAG||ISAG_DPTE|m|2DP|Soakaway pit depth at end of test|1.55
ISAG||ISAG_CONS||X|Description of soakaway construction|Vertical sides trimmed square with granular fill and observation tube
ISAG||ISAG_SI||2SCI|Soil infiltration rate|0.0000068
ISAG||ISAG_PORO|%|0DP|Fill porosity|10
ISAG||ISAG_REM||X|Remarks|Unable to calculate infiltration rate. No fall in water level during test period.
ISAG||ISAG_ENV||X|Details of weather and environmental conditions during test|Raining
ISAG||ISAG_METH||X|Test method|BRE Digest 365
ISAG||ISAG_CONT||X|Name of testing organization|ACME On-site Testing Ltd
ISAG||ISAG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
ISAG||TEST_STAT||X|Test status|Checked
ISAG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS11
ISAG||ISAG_OPER||X|Name of operator carrying out test|
ISAT|*|LOCA_ID||ID|Location identifier|327-16A
ISAT|*|ISAG_TESN||X|Test reference|1
ISAT|*|ISAT_TIME|hh:mm:ss|T|Elapsed time|0.208356481
ISAT||ISAT_DPTH|m|2DP|Depth to water|0.18
ISAT||ISAT_REM||X|Remark relating to test reading|
ISAT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS11
ISPT|*|LOCA_ID||ID|Location identifier|327-16A
ISPT|*|ISPT_TOP|m|2DP|Depth to top of test|13.5
ISPT||ISPT_SEAT||0DP|Number of blows for seating drive|14
ISPT||ISPT_MAIN||0DP|Number of blows for main test drive|35
ISPT||ISPT_NPEN|mm|0DP|Total penetration for seating drive and test drive|450
ISPT||ISPT_NVAL||0DP|SPT 'N' value|35
ISPT||ISPT_REP||X|SPT reported result|6,8/8,9,9,9 N=35
ISPT||ISPT_CAS|m|2DP|Casing depth at time of test|12
ISPT||ISPT_WAT|m|XN|Depth to water at time of test|2.50 or Dry
ISPT||ISPT_TYPE||PA|Type of SPT test|S
ISPT||ISPT_HAM||X|Hammer serial number from manufacturer|AB1234
ISPT||ISPT_ERAT|%|0DP|Energy ratio of the hammer|60
ISPT||ISPT_SWP|mm|0DP|Self-weight penetration|25
ISPT||ISPT_INC1|||Number of blows for 1st Increment (Seating)|6
ISPT||ISPT_INC2|||Number of blows for 2nd Increment (Seating)|8
ISPT||ISPT_INC3||0DP|Number of blows for 1st Increment (Test)|8
ISPT||ISPT_INC4|||Number of blows for 2nd Increment (Test)|
ISPT||ISPT_INC5||0DP|Number of blows for 3rd Increment (Test)|9
ISPT||ISPT_INC6||0DP|Number of blows for 4th Increment (Test)|9
ISPT||ISPT_PEN1|mm|0DP|Penetration for 1st Increment (Seating Drive)|75
ISPT||ISPT_PEN2|mm|0DP|Penetration for 2nd Increment (Seating Drive)|75
ISPT||ISPT_PEN3|mm|0DP|Penetration for 1st Increment (Test)|75
ISPT||ISPT_PEN4|mm|0DP|Penetration for 2nd Increment (Test)|75
ISPT||ISPT_PEN5|mm|0DP|Penetration for 3rd Increment (Test)|75
ISPT||ISPT_PEN6|mm|0DP|Penetration for 4th Increment (Test)|75
ISPT||ISPT_ROCK||YN|SPT carried out in soft rock|N
ISPT||ISPT_REM||X|Remarks|Borehole topped up with water prior to test
ISPT||ISPT_ENV||X|Details of weather and environmental conditions during test|Raining
ISPT||ISPT_METH||X|Test method|BS EN ISO 22476-3 : 2005
ISPT||ISPT_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
ISPT||TEST_STAT||X|Test status|Checked
ISPT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS11
ISPT||ISPT_N60||0DP|SPT 'N' value (corrected by energy ratio ISPT_ERAT)|35
IVAN|*|LOCA_ID||ID|Location identifier|327-16A
IVAN|*|IVAN_DPTH|m|2DP|Depth of vane test|13.5
IVAN|*|IVAN_TESN||X|Test reference|2
IVAN||IVAN_TYPE||PA|Vane type|BOREHOLE
IVAN||IVAN_IVAN|kPa|XN|Vane test result|60 or >80
IVAN||IVAN_IVAR|kPa|XN|Vane test residual result|45 or >80
IVAN||IVAN_DATE|yyyymm-dd|DT|Test date|37680
IVAN||IVAN_REM||X|Details of vane test, vane size|
IVAN||IVAN_ENV||X|Details of weather and environmental conditions during test|Dry and warm
IVAN||IVAN_METH||X|Test method|BS 1377-6:1990
IVAN||IVAN_CONT||X|Name of testing organization|ACME On-site Testing Ltd
IVAN||IVAN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
IVAN||TEST_STAT||X|Test status|Checked
IVAN||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
IVAN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS11
LBSG|*|LBSG_REF||X|Schedule reference|2
LBSG||LBSG_DATE|yyyymm-dd|DT|Date of issue|39844
LBSG||LBSG_FROM||X|Schedule prepared by|ACME Consulting
LBSG||LBSG_TO||X|Schedule issued to|ACME Laboratories plc
LBSG||LBSG_DUE|yyyymm-dd|DT|Date schedule to be completed and reported|39904
LBSG||LBSG_REM||X|Comments on schedule|
LBSG||LBSG_STAT||X|Status of schedule|Complete
LBSG||FILE_FSET||X|Associated file reference (e.g. schedule sheets)|FS1
LBST|*|LOCA_ID||ID|Location identifier|327-16A
LBST|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LBST|*|SAMP_REF||X|Sample reference|24
LBST|*|SAMP_TYPE||PA|Sample type|U
LBST|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LBST|*|LBSG_REF||X|Testing schedule reference|2
LBST|*|LBST_TEST||X|Test Name|Suite A
LBST||CHOC_REF||X|Chain of custody reference|A1241/1
LBST||LBST_TTYP||X|Full test method or standard|California Bearing Ratio (BS 1377:1990:Pt 4, Section 7)
LBST||LBST_METH||X|Method and test parameters|Point, 34 kPa surcharge.
LBST||LBST_PREP||X|Preparation requirements|BS1377 part 9
LBST||LBST_DEPN||X|Dependent test options|Advise if sample insufficient for testing
LBST||LBST_STAT||PA|Status of laboratory test|IN PROGRESS
LBST||LBST_REM||X|Remarks|
LBST||LBST_DUE|yyyymm-dd|DT|Test results due date|40091
LBST||LBST_DETL||X|Details of testing carried out or reasons for no testing possible|
LBST||LBST_DONE|yyyymm-dd|DT|Date test completed|40087
LBST||FILE_FSET||X|Associated file reference|FS99
LDYN|*|LOCA_ID||ID|Location identifier|327-16A
LDYN|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LDYN|*|SAMP_REF||X|Sample reference|24
LDYN|*|SAMP_TYPE||PA|Sample type|U
LDYN|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LDYN|*|SPEC_REF||X|Specimen reference|1a
LDYN|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LDYN||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LDYN||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LDYN||LDEN_TYPE||PA|Type of test performed|LINEAR
LDYN||LDEN_COND||PA|Sample condition|UNDISTURBED
LDYN||LDEN_SMTY||PA|Type of sample|BLOCK SAMPLE
LDYN||LDEN_MC|%|X|Water/moisture content|57
LDYN||LDEN_BDEN|Mg/m3|2DP|Bulk density|1.66
LDYN||LDEN_DDEN|Mg/m3|2DP|Dry density|1.06
LDYN||LDEN_REM||X|Remarks|
LDYN||LDEN_METH||X|Test method|BS1377: Part 2: 1990: Clause 7.2
LDYN||LDEN_LAB||X|Name of testinglaboratory/organization|ACME Laboratories plc
LDYN||LDEN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LDYN||TEST_STAT||X|Test status|Checked
LDYN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LDYN||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
LDYN||LDEN_DEV||X|Specimen size if less than 50cm3 and any deviation from the specified procedure|37cm3
LDYN|*|LOCA_ID||ID|Location identifier|327-16A
LDYN|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LDYN|*|SAMP_REF||X|Sample reference|24
LDYN|*|SAMP_TYPE||PA|Sample type|U
LDYN|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LDYN|*|SPEC_REF||X|Specimen reference|1a
LDYN|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LDYN||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LDYN||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LDYN||LDYN_PWAV|m/s|0DP|P-wave velocity|3000
LDYN||LDYN_SWAV|m/s|0DP|S-wave velocity|1800
LDYN||LDYN_EMOD|GPa|0DP|Dynamic elastic modulus|20
LDYN||LDYN_SG|GPa|0DP|Shear modulus derived from LDYN_SWAV|8
LDYN||LDYN_REM||X|Remarks|
LDYN||LDYN_METH||X|Test method|ISRM: Suggested method
LDYN||LDYN_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LDYN||LDYN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LDYN||TEST_STAT||X|Test status|Checked
LDYN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LDYN||SPEC_BASE|m|2DP|Depth to base of specimen|
LDYN||LDYN_DEV||X|Deviation from the specified procedure|
LFCN|*|LOCA_ID||ID|Location identifier|327-16A
LFCN|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LFCN|*|SAMP_REF||X|Sample reference|24
LFCN|*|SAMP_TYPE||PA|Sample type|U
LFCN|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LFCN|*|SPEC_REF||X|Specimen reference|1a
LFCN|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LFCN||SPEC_DESC||X|Specimen description|Brown sandstone
LFCN||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LFCN||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
LFCN||LFCN_DEV||X|Deviations from the procedure|
LFCN||LFCN_CMAS|g|0DP|Mass of cone used|60
LFCN||LFCN_CANG|deg|0DP|Angle of cone tip|60
LFCN||LFCN_PENA|mm|2DP|Average cone penetration|4.25
LFCN||LFCN_PEN1|mm|2DP|Individual penetration point 1 if values differ by more than 0.5mm from the average, for undisturbed tests.|4.5
LFCN||LFCN_PEN2|mm|2DP|Individual penetration point 2 if values differ by more than 0.5mm from the average, for undisturbed tests.|4.25
LFCN||LFCN_PEN3|mm|2DP|Individual penetration point 3 if values differ by more than 0.5mm from the average, for undisturbed tests.|5
LFCN||LFCN_PEN4|mm|2DP|Individual penetration point 4 if values differ by more than 0.5mm from the average, for undisturbed tests.|4
LFCN||LFCN_CONF||YN|Non-conforming test (due to penetration range)|Y
LFCN||LFCN_FCPK|kPa|2SF|Estimated undrained fall cone shear strength|8.8
LFCN||LFCN_FCRM|kPa|2SF|Estimated undrained fall cone shear strength, remoulded|5.2
LFCN||LFCN_WC|%|X|Water content of specimen|16.2
LFCN||LFCN_WCST||X|Water content determined on specimen trimmings or other if applicable.|Water content from specimen trimmings
LFCN||LFCN_REM||X|Test remarks|
LFCN||LFCN_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LFCN||LFCN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LFCN||TEST_STAT||X|Test status|Checked
LFCN||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS7
LLIN|*|LOCA_ID||ID|Location identifier|327-16A
LLIN|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LLIN|*|SAMP_REF||X|Sample reference|24
LLIN|*|SAMP_TYPE||PA|Sample type|U
LLIN|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LLIN|*|SPEC_REF||X|Specimen reference|1a
LLIN|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LLIN||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LLIN||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Specimen prepared by cone quartering
LLIN||LLIN_LS|%|0DP|Linear shrinkage|11
LLIN||LLIN_425|%|0DP|Percentage passing 425µm sieve|12
LLIN||LLIN_PREP||X|Method of preparation|Wet sieve
LLIN||LLIN_REM||X|Remarks|
LLIN||LLIN_METH||X|Test method|BS1377: Part 2: 1990: Clause 6.5
LLIN||LLIN_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LLIN||LLIN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LLIN||TEST_STAT||X|Test status|Checked
LLIN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LLIN||SPEC_BASE|m|2DP|Depth to base of specimen|
LLIN||LLIN_DEV||X|Deviation from the specified procedure|
LLPL|*|LOCA_ID||ID|Location identifier|327-16A
LLPL|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LLPL|*|SAMP_REF||X|Sample reference|24
LLPL|*|SAMP_TYPE||PA|Sample type|U
LLPL|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LLPL|*|SPEC_REF||X|Specimen reference|1a
LLPL|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LLPL||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LLPL||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LLPL||LLPL_LL|%|0DP|Liquid limit|62
LLPL||LLPL_PL|%|XN|Plastic limit|38 or NP
LLPL||LLPL_PI||0DP|Plasticity Index|23
LLPL||LLPL_425|%|0DP|Percentage passing 425µm sieve|12
LLPL||LLPL_PREP||X|Method of preparation|Wet sieve
LLPL||LLPL_STAB|%|2SF|Amount of stabiliser added|23
LLPL||LLPL_STYP||X|Type of stabiliser added|Cement
LLPL||LLPL_REM||X|Remarks|1 point liquid limit test
LLPL||LLPL_METH||X|Test method|BS1377: Part 2: 1990: Clause 4.4 and 5
LLPL||LLPL_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LLPL||LLPL_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LLPL||TEST_STAT||X|Test status|Checked
LLPL||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LLPL||SPEC_BASE|m|2DP|Depth to base of specimen|
LLPL||LLPL_DEV||X|Deviation from the specified procedure|
LLPL||LLPL_TYPE||PA|Type of test.|FALL CONE
LLPL||LLPL_POIN||PA|Number of points.|FOUR
LLPL||LLPL_CONE||PA|For fall cone method, type of cone.|60g/60deg
LLPL||LLPL_1PRE|mm|1DP|Mean of test readings, if one-point test.|19.1
LLPL||LLPL_1PCF||3DP|Correlation factor if one-point test.|1.015
LLPL||LLPL_SIZE|mm|U|Sieve size if other than 0.425mm|0.4
LLPL||LLPL_PASS|%|2SF|Percentage passing LLPL_SIZE sieve if other than 0.425mm|98
LLPL||LLPL_WC|%|X|The water content of the specimen before removal of particles prior to determination liquid or plastic limits, if measured|21.3
LNMC|*|LOCA_ID||ID|Location identifier|327-16A
LNMC|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LNMC|*|SAMP_REF||X|Sample reference|24
LNMC|*|SAMP_TYPE||PA|Sample type|U
LNMC|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LNMC|*|SPEC_REF||X|Specimen reference|1a
LNMC|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LNMC||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LNMC||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LNMC||LNMC_MC|%|X|Water/moisture content|57
LNMC||LNMC_TEMP|DegC|0DP|Temperature sample dried at|105
LNMC||LNMC_STAB|%|2SF|Amount of stabiliser added|23
LNMC||LNMC_STYP||X|Type of stabiliser added|Cement
LNMC||LNMC_ISNT||YN|Is test result assumed to be a natural water/moisture content|Y
LNMC||LNMC_COMM||X|Reason water/moisture content is assumed to be other than natural|
LNMC||LNMC_REM||X|Remarks|
LNMC||LNMC_METH||X|Test method|BS1377: Part 2: 1990: Clause 3.2
LNMC||LNMC_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LNMC||LNMC_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LNMC||TEST_STAT||X|Test status|Checked
LNMC||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LNMC||SPEC_BASE|m|2DP|Depth to base of specimen|
LNMC||LNMC_DEV||X|Deviation from the specified procedure|
LOCA|*|LOCA_ID||ID|Location identifier|327-16A
LOCA||LOCA_TYPE||PA|Type of activity|CP+RC
LOCA||LOCA_STAT||PA|Status of information relating to this position|PRELIM
LOCA||LOCA_NATE|m|2DP|National Grid Easting of location or start of traverse|523145
LOCA||LOCA_NATN|m|2DP|National Grid Northing of location or start of traverse|178456.12
LOCA||LOCA_GREF||PA|National grid referencing system used|OSGB
LOCA||LOCA_GL|m|2DP|Ground level relative to datum of location or start of traverse|16.23
LOCA||LOCA_REM||X|General remarks|
LOCA||LOCA_FDEP|m|2DP|Final depth|32.6
LOCA||LOCA_STAR|yyyymm-dd|DT|Date of start of activity|33315
LOCA||LOCA_PURP||X|Purpose of activity at this location|Groundwater observation well
LOCA||LOCA_TERM||X|Reason for activity termination|Abandoned on engineer's instruction
LOCA||LOCA_ENDD|yyyymm-dd|DT|End date of activity|33319
LOCA||LOCA_LETT||X|OSGB letter grid reference|TQ231784
LOCA||LOCA_LOCX|m|2DP|Local grid x co-ordinate or start of traverse|565.23
LOCA||LOCA_LOCY|m|2DP|Local grid y co-ordinate or start of traverse|421.12
LOCA||LOCA_LOCZ|m|2DP|Level or start of traverse to local datum|106.63
LOCA||LOCA_LREF||X|Local grid referencing system used|London grid 1
LOCA||LOCA_DATM||X|Local datum referencing system used|Anytown datum
LOCA||LOCA_ETRV|m|2DP|National Grid Easting of end of traverse|523195.12
LOCA||LOCA_NTRV|m|2DP|National Grid Northing of end of traverse|178486.12
LOCA||LOCA_LTRV|m|2DP|Ground level relative to datum of end of traverse|9.67
LOCA||LOCA_XTRL|m|2DP|Local grid easting of end of traverse|523195.12
LOCA||LOCA_YTRL|m|2DP|Local grid northing of end of traverse|178486.12
LOCA||LOCA_ZTRL|m|2DP|Local elevation of end of traverse|9.67
LOCA||LOCA_LAT||DMS|Latitude of location or start of traverse|51:28:52.498
LOCA||LOCA_LON||DMS|Longitude of location or start of traverse|34:10:34.23
LOCA||LOCA_ELAT||DMS|Latitude of end of traverse|51:28:52.550
LOCA||LOCA_ELON||DMS|Longitude of end of traverse|34:10:34.23
LOCA||LOCA_LLZ||X|Projection Format|WGS84
LOCA||LOCA_LOCM||X|Method of location|dGPS
LOCA||LOCA_LOCA||X|Site location sub division (within project) code or description|Sub-station 1
LOCA||LOCA_CLST||X|Investigation phase grouping code or description|Phase 2a
LOCA||LOCA_ALID||X|Alignment Identifier|Tunnel Alignment P
LOCA||LOCA_OFFS||2DP|Offset|10.35
LOCA||LOCA_CNGE||X|Chainage|500+123.23
LOCA||LOCA_TRAN||X|Reference to or details of algorithm used to calculate local grid reference, local ground levels or chainage|Coordinate transforms document ref 100-23-A, dated 16 April 2010
LOCA||FILE_FSET||X|Associated file reference (e.g. boring or pitting instructions, location photographs)|FS2
LOCA||LOCA_NATD||X|National Datum Referencing System used|OD Newlyn
LOCA||LOCA_ORID||X|Original Hole ID|BH1
LOCA||LOCA_ORJO||X|Original Job Reference|ABC1985
LOCA||LOCA_ORCO||X|Originating Company|ABC Labs
LPDN|*|LOCA_ID||ID|Location identifier|327-16A
LPDN|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LPDN|*|SAMP_REF||X|Sample reference|24
LPDN|*|SAMP_TYPE||PA|Sample type|U
LPDN|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LPDN|*|SPEC_REF||X|Specimen reference|1a
LPDN|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LPDN||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LPDN||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LPDN||LPDN_PDEN|Mg/m3|XN|Particle density with prefix # if value assumed|#2.65
LPDN||LPDN_TYPE||PA|Type of test|SMALL PYK
LPDN||LPDN_REM||X|Remarks|Test on material <2mm only
LPDN||LPDN_METH||X|Test method|BS1377: Part 2: 1990: Clause 8.3
LPDN||LPDN_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LPDN||LPDN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LPDN||TEST_STAT||X|Test status|Checked
LPDN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LPDN||SPEC_BASE|m|2DP|Depth to base of specimen|
LPDN||LPDN_DEV||X|Any deviation from the specified test procedure, and any other information that could be important for interpreting the test results.|Sample crushed prior to test.
LPDN||LPDN_PVOL|ml|0DP|Pycnometer volume if used and not 50ml|52
LPDN||LPDN_GAS||PA|Identity of gas if gas pycnometer used|Helium
LPEN|*|LOCA_ID||ID|Location identifier|327-16A
LPEN|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LPEN|*|SAMP_REF||X|Sample reference|24
LPEN|*|SAMP_TYPE||PA|Sample type|U
LPEN|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LPEN|*|SPEC_REF||X|Specimen reference|1a
LPEN|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LPEN||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LPEN||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LPEN||LPEN_PPEN|kPa|0DP|Hand penetrometer undrained shear strength|40
LPEN||LPEN_MC|%|X|Water/moisture content local to test, if measured|23.7
LPEN||LPEN_REM||X|Remarks|Gravel present
LPEN||LPEN_METH||X|Test method|Manufacturers instructions
LPEN||LPEN_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LPEN||LPEN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LPEN||TEST_STAT||X|Test status|Checked
LPEN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LPEN||SPEC_BASE|m|2DP|Depth to base of specimen|
LPEN||LPEN_DEV||X|Deviation from the specified procedure|
LRES|*|LOCA_ID||ID|Location identifier|327-16A
LRES|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LRES|*|SAMP_REF||X|Sample reference|24
LRES|*|SAMP_TYPE||PA|Sample type|U
LRES|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LRES|*|SPEC_REF||X|Specimen reference|1a
LRES|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LRES||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LRES||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LRES||LRES_BDEN|Mg/m3|2DP|Bulk density|2.12
LRES||LRES_DDEN|Mg/m3|2DP|Dry density|1.84
LRES||LRES_MC|%|X|Water/moisture content|15.2
LRES||LRES_COND||X|Sample condition including details of remoulding|Remoulded
LRES||LRES_LRES|ohm m|0DP|Temperature corrected (20 DegC) resistivity|45
LRES||LRES_CDIA|mm|0DP|Diameter of container|450
LRES||LRES_CCSA|mm2|0DP|Container cross-sectional area|25000
LRES||LRES_CLEN|mm|0DP|Length of container|100
LRES||LRES_TEMP|DegC|0DP|Temperature at which test performed|22
LRES||LRES_ELEC||X|Type of electrodes including material|Steel discs
LRES||LRES_PENT||X|Dimensions of probes, diameter, spacing, penetration into the soil specimen and whether inserted into ends or side|15mm diameter probes 100mm penetrating 75mm into test specimen
LRES||LRES_CSHP||X|Shape of container|Cylinder
